ID,Tier,Source Group,Source Name,Source Type,Scrape Target / Query,Seed Domain,Country / HQ Focus,Role Focus,Why Strong,Bangladesh Fit Rule,Required Accept Filter,Hard Reject Filter,Scrape Frequency,Notes / Compliance,Proof / Reference URL
S0045,Tier 1,Direct job board/API/RSS,Remoters Companies,Remote company directory,https://remoters.net/jobs/companies/,remoters.net,Global / mixed,Remote companies,Remote based companies hiring across industries.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://remoters.net/jobs/companies/
S0046,Tier 1,Direct job board/API/RSS,Built In Fully Remote Companies,Company directory,https://builtin.com/companies/location/fully-remote,builtin.com,Global / mixed,Company discovery,Large fully remote company directory; filter hard.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://builtin.com/companies/location/fully-remote
S0047,Tier 1,Direct job board/API/RSS,Buildremote Fully Remote Companies,Company database,https://buildremote.co/companies/fully-remote/,buildremote.co,Global / mixed,Company discovery,Large remote company database; use as seed list.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://buildremote.co/companies/fully-remote/
S0048,Tier 1,Direct job board/API/RSS,Remote In Tech Worldwide,Remote tech company directory,https://remoteintech.company/browse/worldwide/,remoteintech.company,Global / mixed,Company discovery,Worldwide remote-friendly tech companies.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://remoteintech.company/browse/worldwide/
S0049,Tier 1,Direct job board/API/RSS,Remote In Tech Atom Feed,RSS/Atom feed,https://remoteintech.company/feed.xml,remoteintech.company,Global / mixed,Company discovery,Remote company updates feed.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://remoteintech.company/feed.xml
S0050,Tier 1,Direct job board/API/RSS,Established Remote GitHub,Curated remote company list,https://github.com/yanirs/established-remote,github.com,Global / mixed,Company discovery,Curated established remote/distributed tech companies that hire globally.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://github.com/yanirs/established-remote
S0051,Tier 1,Direct job board/API/RSS,Awesome Remote Job GitHub,Curated resource list,https://github.com/lukasz-madon/awesome-remote-job,github.com,Global / mixed,Company/job discovery,Curated remote work resources.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://github.com/lukasz-madon/awesome-remote-job
S0052,Tier 1,Direct job board/API/RSS,Remote Jobs Engineer,Engineering job board,https://remotejobs.engineer/,remotejobs.engineer,Global / mixed,Engineering,Engineering-specific remote jobs; filter hard.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://remotejobs.engineer/
S0053,Tier 1,Direct job board/API/RSS,Remote Python,Niche job board,https://www.python.org/jobs/?remote=true,www.python.org,Global / mixed,Python,Python jobs with remote flag; filter hard.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://www.python.org/jobs/?remote=true
S0054,Tier 1,Direct job board/API/RSS,Ruby On Remote,Niche job board,https://rubyonremote.com/,rubyonremote.com,Global / mixed,Ruby,Ruby remote jobs; filter hard.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://rubyonremote.com/
S0055,Tier 1,Direct job board/API/RSS,Go Remote Jobs,Niche search,https://www.google.com/search?q=%22Golang%22+%22remote%22+%22worldwide%22+%22careers%22,www.google.com,Global / mixed,Golang,Google query source for Golang worldwide remote.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://www.google.com/search?q=%22Golang%22+%22remote%22+%22worldwide%22+%22careers%22
S0056,Tier 1,Direct job board/API/RSS,Rust Remote Jobs,Niche search,https://www.google.com/search?q=%22Rust%22+%22remote%22+%22worldwide%22+%22careers%22,www.google.com,Global / mixed,Rust,Google query source for Rust worldwide remote.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://www.google.com/search?q=%22Rust%22+%22remote%22+%22worldwide%22+%22careers%22
S0057,Tier 1,Direct job board/API/RSS,React Remote Jobs,Niche search,https://www.google.com/search?q=%22React%22+%22remote%22+%22worldwide%22+%22careers%22,www.google.com,Global / mixed,React,Google query source for React worldwide remote.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://www.google.com/search?q=%22React%22+%22remote%22+%22worldwide%22+%22careers%22
S0058,Tier 1,Direct job board/API/RSS,Kubernetes Remote Jobs,Niche search,https://www.google.com/search?q=%22Kubernetes%22+%22remote%22+%22worldwide%22+%22careers%22,www.google.com,Global / mixed,DevOps / Cloud,Google query source for Kubernetes worldwide remote.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://www.google.com/search?q=%22Kubernetes%22+%22remote%22+%22worldwide%22+%22careers%22
S0059,Tier 1,Direct job board/API/RSS,AI Engineer Worldwide Remote,Niche search,https://www.google.com/search?q=%22AI+Engineer%22+%22remote%22+%22worldwide%22+%22careers%22,www.google.com,Global / mixed,AI / ML,Google query source for AI engineering.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://www.google.com/search?q=%22AI+Engineer%22+%22remote%22+%22worldwide%22+%22careers%22
S0060,Tier 1,Direct job board/API/RSS,Data Engineer Worldwide Remote,Niche search,https://www.google.com/search?q=%22Data+Engineer%22+%22remote%22+%22worldwide%22+%22careers%22,www.google.com,Global / mixed,Data Engineering,Google query source for data engineering.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://www.google.com/search?q=%22Data+Engineer%22+%22remote%22+%22worldwide%22+%22careers%22
S0061,Tier 1.5,ATS API/source documentation,Greenhouse Job Board API Docs,ATS API documentation,https://developers.greenhouse.io/job-board.html,developers.greenhouse.io,Global / mixed,ATS source discovery,Greenhouse Job Board API exposes published jobs as JSON.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://developers.greenhouse.io/job-board.html
S0062,Tier 1.5,ATS API/source documentation,Lever Postings API Docs,ATS API documentation,https://github.com/lever/postings-api,github.com,Global / mixed,ATS source discovery,Lever Postings API exposes published job postings.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://github.com/lever/postings-api
S0063,Tier 1.5,ATS API/source documentation,Ashby Public Job Posting API Docs,ATS API documentation,https://developers.ashbyhq.com/docs/public-job-posting-api,developers.ashbyhq.com,Global / mixed,ATS source discovery,Ashby public job posting API exposes published postings.,Accept only if role text allows Worldwide / Anywhere / Global remote / contractor international.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite",Daily morning,"Respect robots.txt, terms, attribution, rate limits. Do not repost where source forbids it.",https://developers.ashbyhq.com/docs/public-job-posting-api
