source_id,name,query,role_focus,required_accept_filter,hard_reject_filter,proof_url
S0120,Comeet indexed jobs - full stack engineer,"site:comeet.com/jobs ""full stack engineer"" remote worldwide OR ""anywhere in the world""",Full Stack Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:comeet.com/jobs ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
S0121,Pinpoint indexed jobs - software engineer,"site:pinpointhq.com ""software engineer"" remote worldwide OR ""anywhere in the world""",Software Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:pinpointhq.com ""software engineer"" remote worldwide OR ""anywhere in the world"""
S0122,Pinpoint indexed jobs - backend engineer,"site:pinpointhq.com ""backend engineer"" remote worldwide OR ""anywhere in the world""",Backend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:pinpointhq.com ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0123,Pinpoint indexed jobs - frontend engineer,"site:pinpointhq.com ""frontend engineer"" remote worldwide OR ""anywhere in the world""",Frontend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:pinpointhq.com ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
S0124,Pinpoint indexed jobs - full stack engineer,"site:pinpointhq.com ""full stack engineer"" remote worldwide OR ""anywhere in the world""",Full Stack Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:pinpointhq.com ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
S0125,Workday indexed jobs - software engineer,"site:myworkdayjobs.com ""software engineer"" remote worldwide OR ""anywhere in the world""",Software Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:myworkdayjobs.com ""software engineer"" remote worldwide OR ""anywhere in the world"""
S0126,Workday indexed jobs - backend engineer,"site:myworkdayjobs.com ""backend engineer"" remote worldwide OR ""anywhere in the world""",Backend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:myworkdayjobs.com ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0127,Workday indexed jobs - frontend engineer,"site:myworkdayjobs.com ""frontend engineer"" remote worldwide OR ""anywhere in the world""",Frontend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:myworkdayjobs.com ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
S0128,Workday indexed jobs - full stack engineer,"site:myworkdayjobs.com ""full stack engineer"" remote worldwide OR ""anywhere in the world""",Full Stack Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:myworkdayjobs.com ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
S0129,Oracle Cloud Recruiting indexed jobs - software engineer,"site:fa-ext.com ""software engineer"" remote worldwide OR ""anywhere in the world""",Software Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:fa-ext.com ""software engineer"" remote worldwide OR ""anywhere in the world"""
S0130,Oracle Cloud Recruiting indexed jobs - backend engineer,"site:fa-ext.com ""backend engineer"" remote worldwide OR ""anywhere in the world""",Backend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:fa-ext.com ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0131,Oracle Cloud Recruiting indexed jobs - frontend engineer,"site:fa-ext.com ""frontend engineer"" remote worldwide OR ""anywhere in the world""",Frontend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:fa-ext.com ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
S0132,Oracle Cloud Recruiting indexed jobs - full stack engineer,"site:fa-ext.com ""full stack engineer"" remote worldwide OR ""anywhere in the world""",Full Stack Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:fa-ext.com ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
S0133,SuccessFactors indexed jobs - software engineer,"site:successfactors.com ""software engineer"" remote worldwide OR ""anywhere in the world""",Software Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:successfactors.com ""software engineer"" remote worldwide OR ""anywhere in the world"""
S0134,SuccessFactors indexed jobs - backend engineer,"site:successfactors.com ""backend engineer"" remote worldwide OR ""anywhere in the world""",Backend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:successfactors.com ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0135,SuccessFactors indexed jobs - frontend engineer,"site:successfactors.com ""frontend engineer"" remote worldwide OR ""anywhere in the world""",Frontend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:successfactors.com ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
S0136,SuccessFactors indexed jobs - full stack engineer,"site:successfactors.com ""full stack engineer"" remote worldwide OR ""anywhere in the world""",Full Stack Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:successfactors.com ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
S0137,Rippling Recruiting indexed jobs - software engineer,"site:ats.rippling.com ""software engineer"" remote worldwide OR ""anywhere in the world""",Software Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:ats.rippling.com ""software engineer"" remote worldwide OR ""anywhere in the world"""
S0138,Rippling Recruiting indexed jobs - backend engineer,"site:ats.rippling.com ""backend engineer"" remote worldwide OR ""anywhere in the world""",Backend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:ats.rippling.com ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0139,Rippling Recruiting indexed jobs - frontend engineer,"site:ats.rippling.com ""frontend engineer"" remote worldwide OR ""anywhere in the world""",Frontend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:ats.rippling.com ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
S0140,Rippling Recruiting indexed jobs - full stack engineer,"site:ats.rippling.com ""full stack engineer"" remote worldwide OR ""anywhere in the world""",Full Stack Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:ats.rippling.com ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
S0141,Dover indexed jobs - software engineer,"site:jobs.dover.com ""software engineer"" remote worldwide OR ""anywhere in the world""",Software Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:jobs.dover.com ""software engineer"" remote worldwide OR ""anywhere in the world"""
S0142,Dover indexed jobs - backend engineer,"site:jobs.dover.com ""backend engineer"" remote worldwide OR ""anywhere in the world""",Backend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:jobs.dover.com ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0143,Dover indexed jobs - frontend engineer,"site:jobs.dover.com ""frontend engineer"" remote worldwide OR ""anywhere in the world""",Frontend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:jobs.dover.com ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
S0144,Dover indexed jobs - full stack engineer,"site:jobs.dover.com ""full stack engineer"" remote worldwide OR ""anywhere in the world""",Full Stack Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:jobs.dover.com ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
S0145,Greenhouse API company board pattern - software engineer,"site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""software engineer"" remote worldwide OR ""anywhere in the world""",Software Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""software engineer"" remote worldwide OR ""anywhere in the world"""
S0146,Greenhouse API company board pattern - backend engineer,"site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""backend engineer"" remote worldwide OR ""anywhere in the world""",Backend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""backend engineer"" remote worldwide OR ""anywhere in the world"""
S0147,Greenhouse API company board pattern - frontend engineer,"site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""frontend engineer"" remote worldwide OR ""anywhere in the world""",Frontend Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""frontend engineer"" remote worldwide OR ""anywhere in the world"""
S0148,Greenhouse API company board pattern - full stack engineer,"site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""full stack engineer"" remote worldwide OR ""anywhere in the world""",Full Stack Engineer,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""no location restrictions""","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite","site:boards-api.greenhouse.io/v1/boards/{company_token}/jobs ""full stack engineer"" remote worldwide OR ""anywhere in the world"""
